solution_id,R_struct,isolation_rate,R_combined,total_cost,n_reactivated,n_detour,n_branch_recovered,n_isolated_after,selected_edges
53,0.18181818181818182,0.4829339143064633,0.3494421337558593,358.0,2,0,712,665,"3-8,1-2,B_B0J0VUTIMI,B_B0FFHCKA8O,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B001617LDT,B_B0FFIBDWAD,B_B001617LEA,B_B0GR3RK0J7,B_B0J2A568WY,B_B0L1ZAKVBD,B_B0G2AC5RUU,B_B0LAD58E06,B_B0G14ADSDZ,B_B001611O6P,B_B0FFGQL1ZP,B_B0KU15TDX4,B_B0FFJGFL7G...(+694)"
47,0.18181818181818182,0.4829339143064633,0.3494421337558593,358.0,2,0,712,665,"8-9,1-2,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B001617LDT,B_B0GR3RK0J7,B_B0FFHEBKA7,B_B0H1CH3QSG,B_B0G2AC5RUU,B_B0LAD58E06,B_B001611O6P,B_B0FFGQL1ZP,B_B0JAU7R290,B_B0GRSHC5DA,B_B0016153Q1,B_B0FFGXVZF4,B_B0HKV554JY,B_B0FFGHUDTN...(+694)"
9,0.18181818181818182,0.4829339143064633,0.3494421337558593,358.0,2,0,712,665,"1-6,1-2,B_B0FFJ3XKRR,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B001617LDT,B_B0FFK8H551,B_B0GR3RK0J7,B_B0FFHEBKA7,B_B0J2A568WY,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0LAD58E06,B_B0G14ADSDZ,B_B0FFGQL1ZP,B_B0FFJGFL7G,B_B0JAU7R290,B_B0FFHCTPO0...(+694)"
17,0.18181818181818182,0.4829339143064633,0.3494421337558593,358.0,2,0,712,665,"1-4,3-7,B_B0FFHCKA8O,B_B0L3MUL37S,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B001617LDT,B_B0FFK8H551,B_B0GR3RK0J7,B_B0L1ZAKVBD,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0G14ADSDZ,B_B0FFL45C3I,B_B001611O6P,B_B0FFGQL1ZP,B_B0FFJGFL7G,B_B0JAU7R290,B_B0GRSHC5DA...(+694)"
27,0.18181818181818182,0.4829339143064633,0.3494421337558593,358.0,2,0,712,665,"3-8,1-2,B_B0J0VUTIMI,B_B0FFHCKA8O,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B0FFIBDWAD,B_B0GR3RK0J7,B_B0J2A568WY,B_B0L1ZAKVBD,B_B0FFKMFC75,B_B0G2AC5RUU,B_B0LAD58E06,B_B001611O6P,B_B0FFGQL1ZP,B_B0KU15TDX4,B_B0FFJGFL7G,B_B0JAU7R290...(+694)"
42,0.18181818181818182,0.4829339143064633,0.3494421337558593,358.0,2,0,712,665,"3-8,0-4,B_B0FFJ3XKRR,B_B0FFHCKA8O,B_B0FFGFVRW3,B_B0FFG8PFBB,B_B001617LDT,B_B0GR3RK0J7,B_B0J2A568WY,B_B0L1ZAKVBD,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0LAD58E06,B_B0G14ADSDZ,B_B0FFL45C3I,B_B001611O6P,B_B0FFGQL1ZP,B_B0FFJGFL7G,B_B0JAU7R290,B_B0GRSHC5DA...(+694)"
36,0.18181818181818182,0.4829339143064633,0.3494421337558593,358.0,2,0,712,665,"1-9,1-4,B_B0FFJ3XKRR,B_B0FFHCKA8O,B_B0FFGLLR4C,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B001617LDT,B_B0FFK8H551,B_B0GR3RK0J7,B_B0J2A568WY,B_B0L1ZAKVBD,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0LAD58E06,B_B0G14ADSDZ,B_B001611O6P,B_B0FFGQL1ZP...(+694)"
44,0.18181818181818182,0.4829339143064633,0.3494421337558593,358.0,2,0,712,665,"3-8,1-2,B_B0J0VUTIMI,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B001617LEA,B_B0FFK8H551,B_B0GR3RK0J7,B_B0J2A568WY,B_B0L1ZAKVBD,B_B0H1CH3QSG,B_B0LAD58E06,B_B0G14ADSDZ,B_B001611O6P,B_B0FFGQL1ZP,B_B0FFJGFL7G,B_B0JAU7R290,B_B0GRSHC5DA...(+694)"
60,0.09090909090909091,0.48148148148148145,0.30471380471380477,358.0,1,0,714,663,"3-8,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B001617LDT,B_B0FFK8H551,B_B0GR3RK0J7,B_B0J2A568WY,B_B0L1ZAKVBD,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0LAD58E06,B_B0G14ADSDZ,B_B001611O6P,B_B0FFGQL1ZP,B_B0FFJGFL7G,B_B0GRSHC5DA,B_B0016153Q1,B_B0FFGXVZF4...(+695)"
14,0.09090909090909091,0.48148148148148145,0.30471380471380477,358.0,1,0,714,663,"1-9,B_B0FFHCKA8O,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B001617LDT,B_B0FFK8H551,B_B0GR3RK0J7,B_B0L1ZAKVBD,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0LAD58E06,B_B0G14ADSDZ,B_B001611O6P,B_B0FFGQL1ZP,B_B0GRSHC5DA,B_B0016153Q1,B_B0HKV554JY,B_B0FFGHUDTN...(+695)"
18,0.09090909090909091,0.48148148148148145,0.30471380471380477,358.0,1,0,714,663,"8-9,B_B0FFJ3XKRR,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B001617LDT,B_B001617LEA,B_B0FFK8H551,B_B0GR3RK0J7,B_B0FFHEBKA7,B_B0H1CH3QSG,B_B0LAD58E06,B_B0G14ADSDZ,B_B001611O6P,B_B0FFGQL1ZP,B_B0KU15TDX4,B_B0JAU7R290,B_B0GRSHC5DA,B_B0016153Q1...(+695)"
2,0.0,0.48002904865649965,0.2599854756717502,358.0,0,0,716,661,"B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B001617LEA,B_B0GR3RK0J7,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0LAD58E06,B_B0G14ADSDZ,B_B001611O6P,B_B0FFGQL1ZP,B_B0KU15TDX4,B_B0JAU7R290,B_B0GRSHC5DA,B_B0016153Q1,B_B0JGF7M6AN,B_B0HKV554JY,B_B0FFGHUDTN,B_B0FFJXXIYH...(+696)"
1,0.0,0.48002904865649965,0.2599854756717502,358.0,0,0,716,661,"B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B001617LDT,B_B0FFK8H551,B_B0GR3RK0J7,B_B0L1ZAKVBD,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0LAD58E06,B_B0G14ADSDZ,B_B001611O6P,B_B0FFGQL1ZP,B_B0FFJGFL7G,B_B0JAU7R290,B_B0GRSHC5DA,B_B0016153Q1,B_B0FFGXVZF4,B_B0HKV554JY...(+696)"
23,0.0,0.48002904865649965,0.2599854756717502,358.0,0,0,716,661,"B_B0FFHCKA8O,B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B0FFK8H551,B_B0GR3RK0J7,B_B0J2A568WY,B_B0L1ZAKVBD,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0LAD58E06,B_B001611O6P,B_B0FFGQL1ZP,B_B0FFJGFL7G,B_B0JAU7R290,B_B0GRSHC5DA,B_B0016153Q1,B_B0HKV554JY,B_B0FFGHUDTN...(+696)"
75,0.0,0.48002904865649965,0.2599854756717502,358.0,0,0,716,661,"B_B0FFGFVRW3,B_B0FFJMKI5D,B_B0FFG8PFBB,B_B0016151L6,B_B0FFK8H551,B_B0GR3RK0J7,B_B0J2A568WY,B_B0L1ZAKVBD,B_B0H1CH3QSG,B_B0FFKMFC75,B_B0G2AC5RUU,B_B0LAD58E06,B_B0G14ADSDZ,B_B0FFGQL1ZP,B_B0FFJGFL7G,B_B0JAU7R290,B_B0GRSHC5DA,B_B0016153Q1,B_B0FFGXVZF4,B_B0HKV554JY...(+696)"
