poi_id,name,type,lon,lat,district
B0FFIX98A5,瑞幸咖啡(创新大厦店),咖啡厅,117.188787,39.13635,和平区
B0HRXZTD5Z,爱玲故事文化饮品(金街店),咖啡厅,117.201663,39.123338,和平区
B0K3DSUHGN,BeanStar比星咖啡(天津合生财富广场A座店),咖啡厅,117.193025,39.134025,和平区
B0KKC7GE9M,博咖·法国公议局店,咖啡厅,117.209404,39.127981,和平区
B0JR4UDASS,AugustCafe八月咖啡,咖啡厅,117.210094,39.125444,和平区
B0LA5CT72P,灵海咖啡店,咖啡厅,117.192597,39.124197,和平区
B0L2JZ5RPT,M Stand(天津天河城店),咖啡厅,117.203106,39.126522,和平区
B0LRYAUUU9,24H COLOR(津湾广场店),咖啡厅,117.209152,39.132642,和平区
B0FFL7MLXM,星巴克(天津津投广场店),咖啡厅,117.179772,39.10374,和平区
B0L21ASFU5,温澜咖啡·WENLAN CAFE,咖啡厅,117.194642,39.125608,和平区
B0JUS9WDC1,沐洺咖啡(广德里店),咖啡厅,117.200066,39.122182,和平区
B0FFLF815V,luckin coffee 瑞幸咖啡(博联大厦店),咖啡厅,117.179727,39.106317,和平区
B0JDBCDOXF,库迪咖啡(天津和平保利广场店),咖啡厅,117.188302,39.12985,和平区
B0IRFC8FDO,星巴克(天津河川大厦店),咖啡厅,117.184021,39.120429,和平区
B0JDRDH4Y1,Finca cafe露营文化城市体验中心(津湾广场店),咖啡厅,117.20881,39.131952,和平区
B0G0GAJIJY,later!coffee(金街店),咖啡厅,117.196743,39.124498,和平区
B0IKZHR7PO,憧憬coffee&cocktail(长沙路店),咖啡厅,117.202135,39.114441,和平区
B0K6B5G6YS,也行咖啡Who Care,咖啡厅,117.202345,39.113862,和平区
B0J1RHLZYJ,来鸭laiya,咖啡厅,117.199948,39.110554,和平区
B0KRPPMIVE,肯悦咖啡民园店,咖啡厅,117.206492,39.112929,和平区
B0K3PH5VOA,DONUT DAY,咖啡厅,117.200896,39.123004,和平区
B0H1N79J5J,瑞幸咖啡(天津中心店),咖啡厅,117.193917,39.119385,和平区
B0I19MVJHZ,MOMO's CAFE,咖啡厅,117.209594,39.111828,和平区
B0JGVC77JY,库迪咖啡(华开城店),咖啡厅,117.192493,39.119458,和平区
B0JRTS1YLZ,库迪咖啡(津湾广场4号楼店),咖啡厅,117.209791,39.132316,和平区
B0JRSAEWIG,M Stand(天津海信广场店),咖啡厅,117.217923,39.117443,和平区
B0JUMOI352,Nautilus,咖啡厅,117.204635,39.122572,和平区
B0KG2SUERP,邮局咖啡(瓷房子店),咖啡厅,117.203079,39.124903,和平区
B0L2M10NQV,瑞幸咖啡(和平印象城临街店),咖啡厅,117.192471,39.131671,和平区
B0HRACM8A8,希卡里咖啡店,咖啡厅,117.197133,39.11138,和平区
B0FFK658UF,瑞幸咖啡(新华国金中心店),咖啡厅,117.207255,39.125346,和平区
B0L6A6PCOF,星巴克(祈年大厦店),咖啡厅,117.18726,39.12076,和平区
B0LU319QZN,pupa coffee&beans,咖啡厅,117.194735,39.128296,和平区
B0GRPRJGSY,瑞幸咖啡(天津和平区国际金融中心店),咖啡厅,117.197729,39.119183,和平区
B0L6GCGQX0,库迪咖啡(和平中原百货店),咖啡厅,117.199474,39.124727,和平区
B0JD2RQN4R,NOWWA挪瓦咖啡(天津国金中心店),咖啡厅,117.198123,39.120019,和平区
B0FFLP1OA5,瑞幸咖啡(合生财富广场临街店),咖啡厅,117.19413,39.132159,和平区
B0FFMG1PZP,Coffee in-Crowd,咖啡厅,117.198319,39.109192,和平区
B0J1DAZ48J,officina coffee,咖啡厅,117.195061,39.128718,和平区
B0M6DZ6A1E,肯悦咖啡和平印象城店,咖啡厅,117.192325,39.131825,和平区
B0JK69121Q,瑞幸咖啡(欧式风情街临街店),咖啡厅,117.217646,39.116006,和平区
B0K60U6W1H,Manner Coffee(乐宾百货店),咖啡厅,117.194628,39.120001,和平区
B0JAUAQEJ7,库迪咖啡(号外店),咖啡厅,117.19675,39.118366,和平区
B0FFISI4QD,星巴克(天津朗香街咖啡店),咖啡厅,117.215846,39.115124,和平区
B0I3KH96FG,养咖啡YANG COFFEE(桂林里店),咖啡厅,117.202862,39.109385,和平区
B0K2RYESQ1,W.Joyus coffee,咖啡厅,117.197576,39.10724,和平区
B0HUBRGTBW,MIMIECOCO CAFE(觅蔻咖啡世纪都会店),咖啡厅,117.200168,39.117567,和平区
B0K3VCHXLE,Manner Coffee(和平印象城店),咖啡厅,117.191626,39.131435,和平区
B0KAYH26JF,UAN佑安(重庆道店),咖啡厅,117.201297,39.111954,和平区
B0HDVAWCME,东篱咖啡D.L CAFE(赤峰道店),咖啡厅,117.199862,39.120924,和平区
B0KBBAONYQ,库迪咖啡(先农大院店),咖啡厅,117.204198,39.115297,和平区
B0LRGRTBPP,幸运咖(和平路商业街店),咖啡厅,117.195332,39.129215,和平区
B0KDY5Z8CS,小九的院子Will be ok coffee书咖(辽宁路店),咖啡厅,117.193864,39.129262,和平区
B001611OR0,星巴克天津环球金融中心店,咖啡厅,117.217238,39.117075,和平区
B0G13D32VQ,瑞幸咖啡(诚基中心临街店),咖啡厅,117.202574,39.117356,和平区
B0J1HS9KJD,库迪咖啡(赛顿中心店),咖啡厅,117.192627,39.105874,和平区
B0L6D6WOYW,宝店Coffee茶馆,咖啡厅,117.208824,39.127609,和平区
B0JU2CDBZT,库迪咖啡(乐宾百货B1店),咖啡厅,117.195025,39.119975,和平区
B0HR1CBXHU,信乐饮料制造商,咖啡厅,117.196332,39.127896,和平区
B0FFM3GVQG,瑞幸咖啡(天津万通中心店),咖啡厅,117.218903,39.116324,和平区
B0LDUXHQJ6,Manner Coffee,咖啡厅,117.197775,39.119225,和平区
B0LR35D4UB,We!Coffee卫咖啡(和平印象城店),咖啡厅,117.192425,39.131925,和平区
B0J60RA9IX,库迪咖啡(天津环球金融中心店),咖啡厅,117.202768,39.129692,和平区
B0KDZRMFZU,luckin coffee 瑞幸咖啡(滨江道店),咖啡厅,117.198562,39.123571,和平区
B0I2B53G88,栖桐咖啡(文通里小区店),咖啡厅,117.190458,39.122267,和平区
B0H6DC958J,the hood cafe & salon,咖啡厅,117.193756,39.115453,和平区
B0LAF9UOPI,瑞幸咖啡(鞍山道地铁站B2口临街店),咖啡厅,117.186697,39.119895,和平区
B0I3L7XYKZ,Tims天好咖啡(和平大悦城捷枫店),咖啡厅,117.197244,39.117254,和平区
B0J1KZ9NTD,库迪咖啡(和平龙通大厦店),咖啡厅,117.193638,39.114614,和平区
B0M6BUH8J4,luckin coffee 瑞幸咖啡(滨江道麦购店),咖啡厅,117.198172,39.122723,和平区
B0J0LCSL2Z,瑞幸咖啡(天津康岳大厦临街店),咖啡厅,117.191188,39.10742,和平区
B0K3X75FH8,今日宜咖啡酒吧,咖啡厅,117.18585,39.120281,和平区
B0IDLU8UI7,味觉咖啡(永定里店),咖啡厅,117.198309,39.111193,和平区
B0LGH7M5UC,Haf·CAFE&BEER&PIZZA,咖啡厅,117.20443,39.113319,和平区
B0J2RCRAC0,库迪咖啡(新兴路白玉兰店),咖啡厅,117.181211,39.11803,和平区
B0LB3S7EJS,库迪咖啡(小白楼茂申大厦店),咖啡厅,117.208961,39.119614,和平区
B0HU2YUI7I,星巴克(天津环球金融中心店),咖啡厅,117.202866,39.129662,和平区
B0J1XKR0W6,滴铺咖啡,咖啡厅,117.194055,39.123105,和平区
B0LA7ZVIH4,界野咖啡,咖啡厅,117.205671,39.12539,和平区
B001614MRN,利顺德大饭店·凯旋咖啡厅(小白楼店),咖啡厅,117.216739,39.121142,和平区
B0LK5MS19Z,luckin coffee 瑞幸咖啡(小白楼地铁站A口临街店),咖啡厅,117.216025,39.115175,和平区
B0L6KUMYS8,肯悦咖啡学府店,咖啡厅,117.179755,39.106193,和平区
B0FFJHN383,瑞幸咖啡(津湾广场店),咖啡厅,117.209886,39.131689,和平区
B0L10CDD53,张张咖啡,咖啡厅,117.192459,39.123237,和平区
B0LRAH0R09,库迪咖啡(天津恒隆广场店),咖啡厅,117.199892,39.128054,和平区
B0LAM737MO,库迪咖啡(大沽北路法拉古特学校店),咖啡厅,117.21405,39.120902,和平区
B0LR5B9ZXZ,luckin coffee 瑞幸咖啡(张自忠路店),咖啡厅,117.207225,39.132325,和平区
B0L1CS5C7C,小胖老味刨冰(滨江道店),甜品店,117.19927,39.124737,和平区
B0FFMGW74W,团圆粘食坊(睦和里店),甜品店,117.182324,39.104334,和平区
B0016129H0,王中王刨冰(多伦道店),甜品店,117.190065,39.127767,和平区
B0H3451XDX,FUWA FUWA洋菓子,甜品店,117.20124,39.112359,和平区
B0FFKTRTTQ,椰子多多(河北路店),甜品店,117.197154,39.12438,和平区
B0LDL5RGBK,祐禾面包店(天津首店),甜品店,117.203844,39.127032,和平区
B0H3HR0KW2,玉纹顺德姜撞奶(金街店),甜品店,117.198789,39.121735,和平区
B0KAAR52ZA,kuku summer冰室,甜品店,117.202902,39.12406,和平区
B0KUSD0NGR,冰冰酱老味刨冰(滨江道店),甜品店,117.198634,39.123664,和平区
B0JA9ZFZML,粤记双皮奶(信义里店),甜品店,117.19987,39.123025,和平区
B0L09DCK8O,gegelato意式手工冰淇淋·gelato(五大道店),甜品店,117.198094,39.108908,和平区
B0JKYU6Q02,顺德记忆甜品店,甜品店,117.198829,39.12632,和平区
B0KR3C0AWG,丰味市场,甜品店,117.197427,39.111507,和平区
B0I62ZGB0I,COCOA PUNK·可可朋克·叛逆的巧克力(滨江道店),甜品店,117.198809,39.12267,和平区
B0K6TZT7OI,三与叁山(天津和平店),甜品店,117.214955,39.119743,和平区
B0IA75CC86,冰冰酱老味刨冰绵绵冰(长沙路店),甜品店,117.201331,39.11528,和平区
B0FFMHUYV7,DOMO CAKE哆么蛋糕甜品(和平店),甜品店,117.194207,39.107865,和平区
B0HKMD75AQ,哈根达斯(天津恒隆广场店),甜品店,117.199061,39.128431,和平区
B0LASR4FOE,乐乐刨冰(成山公馆),甜品店,117.203502,39.115375,和平区
B0J09DWL4L,琳姨糖水铺(一店),甜品店,117.201436,39.124869,和平区
B0I2MCF6PX,春路食糖水,甜品店,117.196821,39.128266,和平区
B0FFLB15PE,milch·t美甜,甜品店,117.201736,39.109579,和平区
B0HRY9F6SZ,BRICKs CACAO巧克力专门店,甜品店,117.205176,39.113113,和平区
B0K27U49HF,拾光自助甜品·小食(和平大悦城店),甜品店,117.197277,39.117559,和平区
B0LUULSQD9,巧八角冰粉冰浆(天津滨江店),甜品店,117.200624,39.125086,和平区
B0L6XO3KD6,泽田本家·铜锣烧(天津天河城店),甜品店,117.203519,39.127055,和平区
B0FFL3K2G6,DQ冰淇淋(天津天河城),甜品店,117.203901,39.127235,和平区
B0K3U4IXDK,三元梅园(金街店),甜品店,117.198875,39.121875,和平区
B0LU790Z4V,贰食叁堂·新中式糖水·手作料理,甜品店,117.199396,39.121313,和平区
B0FFHQ9URB,哈根达斯(海信广场店),甜品店,117.21776,39.117675,和平区
B0JBA9LNVW,鲜芋仙(府上和平店),甜品店,117.199694,39.115181,和平区
B0LDFLYTBD,岳记冰品(和平区鞍山道店),甜品店,117.193926,39.127596,和平区
B0IUVCTDD0,DQ(和平大悦城店),甜品店,117.197424,39.117861,和平区
B0K1TBR93B,御香隆冰浆舒芙蕾(天津总店),甜品店,117.202193,39.126587,和平区
B0LR2H4NYD,汕心·潮汕甜汤(天津天河城店),甜品店,117.204175,39.127125,和平区
B0LAN5XXUN,一念海棠花冰激凌(首创店),甜品店,117.202473,39.109754,和平区
B0LA6DC90S,巧克玩家(麦购休闲广场店),甜品店,117.197866,39.122343,和平区
B0H33CYQGY,DQ冰淇淋(天津恒隆店),甜品店,117.200498,39.127577,和平区
B0KRR4R1KR,瀚锋秘制刨冰,甜品店,117.203512,39.12496,和平区
B0IBZ5ZBYH,多乐之日(国金汇店),甜品店,117.197456,39.119075,和平区
B0GD9HLIBQ,图图家冰品(滨江道店),甜品店,117.198518,39.123897,和平区
B0K6FUIWIL,超惠呲和平店(烤红薯·烤梨·熟梨糕),甜品店,117.179881,39.114945,和平区
B0J2GRGEIL,DQ冰淇淋(天津乐宾店),甜品店,117.19479,39.11983,和平区
B0HKSLUP56,富禄商店厚切炒酸奶(山西路店),甜品店,117.194796,39.123059,和平区
B0LRHZ7MUG,Aven艾文蛋糕甜品饮品派对,甜品店,117.196094,39.1242,和平区
B0LUXUNB04,熹糖手作糖水,甜品店,117.185868,39.110232,和平区
B0L6FHEL8A,RollING THUNDER(手作瑞士卷·国金汇店),甜品店,117.197297,39.119197,和平区
B001618AD6,GODIVA(海信广场),甜品店,117.218089,39.117918,和平区
B0L3HC79AU,DQ(天津天河城二店),甜品店,117.204175,39.127125,和平区
B0L0GS34F8,付记糖坊(津湾旗舰店),甜品店,117.207094,39.130805,和平区
B0L2OZVDUC,INNER GELATO,甜品店,117.195264,39.128821,和平区
B0LGU9HYN6,蜜雪冰城,甜品店,117.193237,39.132261,和平区
B0FFLMRXOC,食宜鲜炖(天津和平店),甜品店,117.19838,39.125997,和平区
B0FFI74YHA,DQ冰淇淋(天津友谊新天地店),甜品店,117.199118,39.124369,和平区
B0L3UAH7OF,大胡子冰可可(先农大院店),甜品店,117.205279,39.114736,和平区
B0L1DSTHN4,布歌东京(天津海信广场店),甜品店,117.217635,39.117755,和平区
B0LB45G8UJ,黑匣子嫩鸡饭·甜品,甜品店,117.195418,39.129018,和平区
B0LRCUGXO3,蜜雪冰城(同安道店),甜品店,117.185646,39.103992,和平区
B0LAUK0FG0,琳姨糖水铺(二店),甜品店,117.199196,39.122564,和平区
B0LGN5VTN1,三元梅园(赤峰道店),甜品店,117.200377,39.121837,和平区
B0J1GUECZ6,五十八号冰事处,甜品店,117.205289,39.113081,和平区
B0LUCCV3NK,七分糖提拉米苏(长春道店),甜品店,117.19432,39.120385,和平区
B0KAHU25AE,润妃鲜炖(天津劝业场店),甜品店,117.188492,39.123318,和平区
B0HRZMN1VB,烤梨先生,甜品店,117.187846,39.128631,和平区
B0HG9DQ2RL,捷信牛奶甜品世家·菲你不可餐厅(荣安楼店),甜品店,117.193758,39.114109,和平区
B0JUNS6G9P,椰精选清补凉(惠民里店),甜品店,117.188276,39.10954,和平区
B0LR7AHK6F,鹿野制菓·铜锣烧(和平大悦城店),甜品店,117.197575,39.117725,和平区
B0KGUYH9DC,iGELATO意大利手工冰淇淋(天津天河城购物中心店),甜品店,117.203775,39.127225,和平区
B0K2DPGPXF,蜜雪冰城(国际商场店),甜品店,117.194901,39.119006,和平区
B0L1N9XK5U,COCOA PUNK·可可朋克·叛逆的巧克力(民园五大道店),甜品店,117.20532,39.1131,和平区
B0L0741AUN,Donutopia甜糖宇宙甜甜圈,甜品店,117.201025,39.115525,和平区
B0FFJH9WB4,麦当劳甜品站(天津津湾广场桔子水晶酒店店),甜品店,117.207392,39.132302,和平区
B0KUP56CN5,再炒酸奶,甜品店,117.197697,39.112136,和平区
B0LGZSU8VP,七分糖提拉米苏(小白楼店),甜品店,117.216457,39.115599,和平区
B0FFKZYH9O,TIP TOP(恒隆店),甜品店,117.200163,39.128064,和平区
B0L02SNOOH,DQ冰淇淋(天津和平吾悦店),甜品店,117.195446,39.120987,和平区
B0K3HLQ4GW,美登高冰淇淋(天河城店),甜品店,117.204092,39.127555,和平区
B0JRSADPCA,鹿小罐低糖低脂甜品蛋糕店(和平店),甜品店,117.201695,39.128688,和平区
B0KATZOHKS,阿波罗星球冰淇淋,甜品店,117.197378,39.117681,和平区
B0K3BCU50E,玖甜家蛋糕店,甜品店,117.180212,39.12244,和平区
B0KDJDA378,猫耶耶Morning(和平印象城店),甜品店,117.191726,39.131223,和平区
B0LAS60P0Y,三元梅园(滨江道店),甜品店,117.197348,39.122174,和平区
B0M6Y5RNG4,象芝诗&半糖甜品(和平店),甜品店,117.195615,39.123641,和平区
B0H3MG8V59,书亦烧仙草(天津天河城购物中心店),甜品店,117.204195,39.127123,和平区
B0K2HHN60B,津门老味刨冰,甜品店,117.197625,39.123075,和平区
B0J2TA5ZK0,猫眼甜品站,甜品店,117.20192,39.123562,和平区
B0LDBAESES,天津王品栗子(滨江商厦店),甜品店,117.199986,39.123475,和平区
B0GKVD4J1K,书亦烧仙草(国际商场店),甜品店,117.194598,39.118876,和平区
B0K1LHC1OQ,许个愿望·生日蛋糕木糖醇动物奶油冰淇淋(南开大学店),甜品店,117.181618,39.103595,和平区
B00160CREE,起士林,甜品店,117.187419,39.128703,和平区
B0I0MU4RO7,谷川甜品(先农大院店),甜品店,117.20528,39.11462,和平区
B0L3MUKUGG,元宝泡芙(天津和平店),甜品店,117.196244,39.117889,和平区
B0LKPR0GW6,K22.酸奶草莓·下午茶(首创店),甜品店,117.197629,39.117813,和平区
B0J2FR5LGL,丫丫冰品(天津和平印象城店),甜品店,117.192879,39.130292,和平区
B0KDC9TU8A,蜜雪冰城(新华利里店),甜品店,117.200066,39.121382,和平区
B0FFHVTQ02,蛋仔王冰淇淋(天津·金街店),甜品店,117.198166,39.123091,和平区
B0LRPRRR1Q,棠渡提拉米苏(君隆广场店),甜品店,117.203505,39.117217,和平区
B0L6RMPRJS,Apollo Planet阿波罗星球炫彩冰淇淋,甜品店,117.204026,39.127348,和平区
B0M6M5V44Z,冰淇百草·冰淇淋Gelato(恒隆店),甜品店,117.199766,39.128007,和平区
B0LAZ1ZJQQ,咖咖.提拉米苏,甜品店,117.203086,39.128753,和平区
B0M631AGES,肆季半糖手工潮玩糖水铺,甜品店,117.195876,39.121194,和平区
B0M6OCM0GE,ZXD真心的-马卡龙甜品屋,甜品店,117.181649,39.130671,和平区
B0KKDR2N0Y,丰粤发记财神糖水铺,甜品店,117.199485,39.123467,和平区
B0L2HCAHW8,竹筒冰激凌,甜品店,117.208975,39.132425,和平区
B0KAO7X2C2,天津五大道觅棠轻甜站,甜品店,117.205532,39.1139,和平区
B0L1MXHJHC,纾念烧仙草(辽河路店),甜品店,117.203382,39.125486,和平区
B0L2O9WUS8,老味刨冰,甜品店,117.196619,39.118506,和平区
B0L1M7I0PQ,冰冰侠刨冰,甜品店,117.198475,39.121725,和平区
B0J26MO3NS,愿望星球蛋糕甜品,甜品店,117.207939,39.128563,和平区
B0L2X9Z642,斯利美刨冰,甜品店,117.192297,39.118874,和平区
B0LKZ1GDIX,果丽炒酸奶,甜品店,117.203925,39.126425,和平区
B0LAUR7RJJ,潮人甜品,甜品店,117.187375,39.109675,和平区
B0FFJVSLGB,汉巴味德(乐宾百货店),甜品店,117.194686,39.120273,和平区
B0LGXAA31X,第戎蛋糕(天津天河城购物中心店),甜品店,117.203854,39.12704,和平区
B0LG7X6NLG,云朵舒芙蕾,甜品店,117.19596,39.120277,和平区
B0MA3O06U8,罗曼林冰淇淋,甜品店,117.204975,39.112225,和平区
B0FFKT4ODK,梨花自助烤肉(乐宾店),甜品店,117.195297,39.119779,和平区
B0FFJ3PMZL,梨花自助烤肉(天河城店),甜品店,117.204342,39.127728,和平区
B0J09ASP57,奈雪的茶(天津恒隆广场店),甜品店,117.198763,39.127853,和平区
B0LKRN4T88,77甜品屿你,甜品店,117.190975,39.122275,和平区
B0LK4HWW6A,Bagel phoria(天津恒隆广场店),甜品店,117.200391,39.128563,和平区
B0LAJLSBMT,魔方冰淇淋(天津和平吾悦广场店),甜品店,117.196071,39.120364,和平区
B0JAFMM402,深井冰铺GelatoPazzo,甜品店,117.20016,39.121813,和平区
B0I1B515FZ,古香斋(赤峰道店),甜品店,117.199944,39.121208,和平区
B0L6O7J2ZX,三元梅园(河北路店)(暂停营业),甜品店,117.207621,39.109656,和平区
B0L0RA56GQ,二萌家多味冰糖葫芦(暂停营业),甜品店,117.201558,39.121021,和平区
B0KDKRJHGF,冰冰酱老味刨冰绵绵冰(新华路店)(暂停营业),甜品店,117.2032,39.123978,和平区
B0LUU1SSDD,三元梅园(民园店)(暂停营业),甜品店,117.204277,39.111717,和平区
B0K30KKVDE,三元梅园(天河城店)(暂停营业),甜品店,117.204159,39.127154,和平区
B0J0NHGIY7,携程旅游(世纪都会门店),旅行社,117.199889,39.117552,和平区
B0FFKOY3A5,携程旅游(恒隆广场店),旅行社,117.199925,39.128025,和平区
B0JD2Z9F0D,众信旅游(小白楼朗香街店),旅行社,117.214575,39.115775,和平区
B0M65HIRFK,众信旅游(西宁道店),旅行社,117.190189,39.118932,和平区
B00160EDM3,众信旅游(天津天河城购物中心店),旅行社,117.203369,39.126836,和平区
B0FFH924NR,众信旅游天津诚基中心店,旅行社,117.202223,39.117369,和平区
B0KRRL0WCZ,天津千里马国际旅行社,旅行社,117.180671,39.120605,和平区
B0LBN5PQVN,众信旅游(保利广场店),旅行社,117.1886,39.131172,和平区
B0K63UPOSD,天津中国青年旅行社有限公司贵州路营业部,旅行社,117.193623,39.114667,和平区
B0FFG20WRM,天津市中国旅行社,旅行社,117.18065,39.120618,和平区
B0KRALAJJF,永泰旅游(光学新里店),旅行社,117.207204,39.124747,和平区
B0L37HL5FS,同程旅行,旅行社,117.19229,39.120134,和平区
B0M6Z40B4H,紫叶文旅,旅行社,117.207685,39.132226,和平区
B0L2MGYCEK,天津新视界旅游集团有限公司,旅行社,117.209092,39.131292,和平区
B0LDCCU0Z8,飞猪旅行(和平区开封道门市部),旅行社,117.220129,39.117627,和平区
B0LD3ZEVO1,乐游旅游(和平区第一门店),旅行社,117.188824,39.123929,和平区
B0KBTHWXMW,途牛旅游(和平朗香街门市部),旅行社,117.215361,39.115466,和平区
B0IUYC4Z6H,携程旅游卫津路线下会员体验店,旅行社,117.179908,39.113526,和平区
B0KKZ5TJPI,途牛旅游(昆明路店),旅行社,117.188395,39.119038,和平区
B0JUJBMQV4,天津市新乐国际旅行社有限公司,旅行社,117.181644,39.130678,和平区
B0JDJHHSVZ,百岁国际旅行社(和平分公司),旅行社,117.185154,39.126428,和平区
B0K3Y5C6TI,花之冠国际旅行社(和平路直营店),旅行社,117.205164,39.125863,和平区
B0FFITGHCX,夏树传媒大V旅行,旅行社,117.203061,39.110572,和平区
B0FFH6TXU0,中国国旅(电报大楼店),旅行社,117.188238,39.119453,和平区
B0M6YYQURN,天津津旅南市发展有限公司,旅行社,117.183925,39.120475,和平区
B0L0X9LMHP,天津携程国际旅行社有限公司和平区云翔大厦门市部,旅行社,117.195323,39.101943,和平区
B0LKY43OQU,天喜(天津)旅游开发有限公司,旅行社,117.21009,39.130384,和平区
B0LR01OISM,腾隆国际旅行社,旅行社,117.19574,39.11902,和平区
B0LU29U2N1,中贸国旅,旅行社,117.195361,39.101851,和平区
B0L2RHM7C6,招商局国旅,旅行社,117.211875,39.129725,和平区
B0016157R4,天津丽思卡尔顿酒店,宾馆酒店,117.214586,39.121455,和平区
B0G1FSLSEJ,全季酒店(天津滨江道商业街店),宾馆酒店,117.202355,39.125886,和平区
B0FFIVHNP4,天津利顺德大饭店,宾馆酒店,117.216581,39.121077,和平区
B0FFHRCHKY,天津四季酒店,宾馆酒店,117.197665,39.119847,和平区
B001611O8I,天津瑞吉金融街酒店,宾馆酒店,117.197793,39.129628,和平区
B0FFIWHTE9,如家酒店·neo(天津火车站滨江道步行街店),宾馆酒店,117.206726,39.130758,和平区
B0FFG63FCR,天津津湾广场漫心酒店,宾馆酒店,117.207678,39.130447,和平区
B0LA9RVN5L,时光漫步S酒店(天津火车站津湾广场店),宾馆酒店,117.210078,39.12767,和平区
B0G0HZI201,宜必思酒店(天津火车站津湾广场店),宾馆酒店,117.208609,39.131598,和平区
B0G0LUI192,天津滨江道步行街桔子水晶酒店,宾馆酒店,117.19968,39.127113,和平区
B0GDTCZ1N5,麗枫酒店(天津小白楼地铁站五大道文化旅游区店),宾馆酒店,117.217482,39.119099,和平区
B0FFFPM3KQ,维也纳国际酒店(天津站滨江道步行街店),宾馆酒店,117.193424,39.113172,和平区
B0FFFN4OA0,天津津湾广场桔子水晶酒店,宾馆酒店,117.207519,39.131867,和平区
B001617NPA,桔子酒店(天津五大道店),宾馆酒店,117.189902,39.110757,和平区
B0H0PRF9KN,全季酒店(天津小白楼店),宾馆酒店,117.216134,39.119182,和平区
B0LR9XSAW2,朗丽兹酒店(天津五大道小白楼地铁站店),宾馆酒店,117.21842,39.116915,和平区
B0H2KU7WOF,天津津湾广场滨江道亚朵S酒店,宾馆酒店,117.199049,39.126336,和平区
B0016157WZ,天津友谊宾馆,宾馆酒店,117.206341,39.118005,和平区
B0I3JC8NMG,汉庭酒店(天津五大道小白楼店),宾馆酒店,117.215938,39.119728,和平区
B0IAL5XXAJ,麗枫酒店(天津站五大道景区店),宾馆酒店,117.1863,39.1157,和平区
B0J1GS99PB,维也纳国际酒店(天津站五大道店),宾馆酒店,117.206267,39.119477,和平区
B0LU6CMBPQ,天津解放桥福朋喜来登酒店,宾馆酒店,117.207196,39.131062,和平区
B00160EGFQ,天津君隆威斯汀酒店,宾馆酒店,117.203734,39.116804,和平区
B0FFFVAJNM,全季酒店(天津火车站津湾广场店),宾馆酒店,117.206655,39.131848,和平区
B0IG4D2DC7,天津站滨江道CitiGO欢阁酒店,宾馆酒店,117.201857,39.126627,和平区
B0JUXLSUMG,天津津湾广场五大道亚朵酒店,宾馆酒店,117.210249,39.126017,和平区
B0I6U7GDPR,天津大学海光寺亚朵酒店,宾馆酒店,117.180233,39.113971,和平区
B0I1KHZFRS,丽怡酒店(天津五大道小白楼地铁站店),宾馆酒店,117.209277,39.119581,和平区
B0016129BW,天津中心唐拉雅秀酒店,宾馆酒店,117.192631,39.119277,和平区
B0FFL3PL32,美豪丽致酒店(天津五大道滨江道步行街店),宾馆酒店,117.200967,39.11747,和平区
B0JGTUUA63,麗枫酒店(天津大悦城鼓楼地铁站店),宾馆酒店,117.182526,39.132964,和平区
B0JUTZ0T6X,原拓酒店(天津五大道西康路地铁站店),宾馆酒店,117.189151,39.109432,和平区
B0FFMAKBMY,如家商旅酒店(天津火车站意大利风情街店),宾馆酒店,117.194027,39.132356,和平区
B001614SWF,如家商旅酒店(天津五大道游客中心外国语大学店),宾馆酒店,117.204348,39.110236,和平区
B0J6LBNZ4Y,天津第一酒店,宾馆酒店,117.217051,39.119569,和平区
B0I6DHU4MW,天津大学五大道锦江都城酒店,宾馆酒店,117.180387,39.114181,和平区
B0G3FUJXL5,白玉兰酒店(天津五大道民园广场景区店),宾馆酒店,117.193564,39.111752,和平区
B0KK5Y4ST7,吉啡酒店(天津滨江道商业街五大道旅游区店),宾馆酒店,117.20327,39.121745,和平区
B0HR6RA62X,全季酒店(天津五大道店),宾馆酒店,117.190738,39.108811,和平区
B0G0NRWSFR,白玉兰四季庭院酒店(天津站五大道旅游景区店),宾馆酒店,117.181154,39.117814,和平区
B0FFGHOWAZ,天津众信半岛酒店,宾馆酒店,117.193016,39.129424,和平区
B0JK9HEELD,万嘉精品酒店(天津站滨江道步行街店),宾馆酒店,117.201521,39.125493,和平区
B0HDM5V4QC,格林东方酒店(天津五大道小白楼地铁站店),宾馆酒店,117.20954,39.112265,和平区
B00160F14X,如家酒店·neo(天津滨江道和平路步行街店),宾馆酒店,117.196221,39.122047,和平区
B001612B6V,天津和平智选假日酒店,宾馆酒店,117.187317,39.121152,和平区
B0L12OVGOU,鲸喜电竞酒店(天津五大道旅游区总医院店),宾馆酒店,117.180275,39.119075,和平区
B0016121CV,汉庭酒店(天津五大道天津大学店),宾馆酒店,117.179864,39.107497,和平区
B0FFF01QEX,全季酒店(天津五大道元力场店),宾馆酒店,117.196261,39.118431,和平区
B0J6KS6EE7,丽柏酒店(天津五大道南京路店),宾馆酒店,117.208189,39.115956,和平区
B0GKVZ111A,帅府酒店(天津五大道营口道地铁站店),宾馆酒店,117.198751,39.113499,和平区
B0FFI6L3R5,天津滨江凯隆酒店,宾馆酒店,117.216606,39.115491,和平区
