poi_id,name,lon,lat,connect_to,connect_type,d_branch
B0LG0R6DQP,兔喜生活(绵阳道店),117.18665,39.114676,1-5,edge,256.42998761528554
B0K3ZKG380,蜜罐快递柜,117.210246,39.119052,1-2,edge,544.1079555626766
B0KACCZEWZ,金德园兔喜快递超市,117.189575,39.118775,1-5,edge,85.83077373519444
B0FFKWNA21,世家新苑二期速递易,117.190075,39.109925,1-5,edge,852.7440583809364
B0L2RYM2VB,明筑快递柜,117.180775,39.126925,1-6,edge,951.2750738907762
B0FFIWUPUP,沛华运通(新华国金广场店),117.207537,39.125991,1-4,edge,255.50426566563237
B0KG1H5YCP,中国邮政(佳怡公寓),117.181024,39.109919,1-5,edge,361.0185516106337
B0L3ASV5WF,BLT线上提货处,117.191725,39.131225,1-6,edge,255.2676890341827
B0JR37DSUB,美团专送站点(长安东里),117.187957,39.122145,1-5,edge,315.81312143622705
B0FFKXIQYA,怡嘉国际货运(赛顿中心C座店),117.192275,39.106575,1-5,edge,1268.3639173743754
B0FFJBMG8K,天津港远达物流(信达广场店),117.218506,39.117069,1-4,edge,919.1255823962964
B0FFJGPNPL,航美物流,117.206275,39.118375,1-2,edge,197.52517749197054
B0LK0R9NKM,中通快递(新汇华庭店),117.186625,39.134825,1-6,edge,195.8709783166727
B0KA9RM4Q4,金雨桐妈妈驿站,117.183547,39.111675,1-5,edge,352.31351658603216
B0G19H9ZHU,菜鸟驿站(合生财富广场B座店),117.194623,39.131987,1-6,edge,325.8599291955957
B0FFHGIBCA,马士基(中国)航运有限公司(天津分公司),117.197643,39.117721,1-2,edge,541.3271715459036
B0LK1ZDCHZ,丰巢智能柜(融景华庭黑龙江路西大门丰巢柜店),117.205475,39.129325,1-9,edge,378.31790280222276
B0M61HH1ED,国金快递驿站,117.198425,39.120075,1-2,edge,303.8383146468819
B0LKVR68FK,丰巢快递柜,117.193275,39.119175,1-5,edge,364.2649496740369
B0KUTXB275,丰巢快递柜(天津海信广场店),117.217975,39.117525,1-4,edge,864.3888143242335
B0L1GXCWZI,妈妈驿站,117.214175,39.116525,1-2,edge,691.8391875927839
B0L03RD2H8,丰巢快递柜,117.187378,39.105709,1-5,edge,1041.5322783114184
B0LR9BNYV8,兔喜生活(昆明路店),117.189957,39.116227,1-5,edge,365.2595907539424
B0M6HRCCSH,兔喜快递驿站,117.198025,39.120025,1-2,edge,335.2570914480732
B0LDTX8EAZ,丰巢快递柜,117.196875,39.116225,1-2,edge,652.3944414149103
B0LUOAE091,丰巢快递柜(汇名园店),117.180925,39.112625,1-5,edge,102.67092440150981
B0I2CREPLC,丰巢快递柜(和畅园店),117.180225,39.110875,1-5,edge,242.5257752520195
B0LBRSIXM7,极兔快递,117.186775,39.135225,1-6,edge,189.36328286586462
B0KUDRCODQ,妈妈驿站(山西路店),117.201875,39.120525,1-2,edge,141.40575035584422
B0LD4XSBU7,速递易柜,117.191275,39.135925,1-6,edge,426.88797641432706
B0LAGZQ5TY,悦信物流,117.198675,39.117575,1-2,edge,479.85444842862034
B0K397CAH3,妈妈驿站,117.187011,39.124996,1-5,edge,631.3375586548109
B0LKL78QKH,天津安海物流发展有限公司,117.191475,39.107025,1-5,edge,1189.7244063527437
B0J0THXBS2,天津福和国际物流有限公司,117.204634,39.129231,1-9,edge,312.56445237390426
B0M6G9PZTF,美团配送,117.187675,39.116925,1-5,edge,287.415040807416
B0LALLLAAC,津海通物流有限公司,117.193824,39.13225,1-6,edge,346.1788297342083
B0M6L55J31,港中旅华贸国际物流股份有限公司,117.192325,39.107075,1-5,edge,1224.0065727504045
B0M6L55RQ6,蜜罐自提柜,117.220325,39.118125,1-4,edge,825.1402949047085
B0KUDL5G9G,妈妈驿站,117.19413,39.132159,1-6,edge,337.65524923979444
B0L14M14IQ,瀚之远国际货运代理,117.198275,39.120075,1-2,edge,314.32859821043184
B0HKDSVEDM,丰巢快递柜(天津新世纪妇儿医院店),117.208047,39.128124,1-4,edge,386.9457295821802
B0KUDR3ZF8,中创远驰物流有限公司,117.204406,39.116859,1-2,edge,79.86163883953293
B0H0L4FQ2X,丰巢快递柜(贵都大厦店),117.202475,39.121275,1-2,edge,115.49570796354969
B0H2HBH9J4,丰巢快递柜(世家新苑店),117.188875,39.110125,1-5,edge,779.0458156474745
B0FFI59WQ3,丰巢快递柜(华门·明筑店),117.181222,39.12727,1-6,edge,897.0821841404512
B0L1A7JRXO,玖运快递驿站,117.191816,39.132854,1-6,edge,229.4830072867498
B0K2H4L1H2,丰巢柜,117.207127,39.117628,1-2,edge,249.40635038414413
B0FFIAVTH9,丰巢寄递柜,117.191075,39.109525,1-5,edge,939.4589507726828
B0H1C60695,丰巢快递柜(长寿公寓店),117.183275,39.126175,1-6,edge,864.164054015013
B0J0XU8P4M,丰巢快递柜(格普兰轩小区),117.192188,39.112603,1-5,edge,779.4355829362752
B0IRLSH198,丰巢快递柜(新福方里小区店),117.186772,39.126574,1-6,edge,665.3116567306718
B0M6S74ZMG,天津航星国际货运代理有限公司,117.197618,39.117995,1-2,edge,518.0126921355728
B0L0JNEBKW,荣庆园快递柜,117.183475,39.131425,1-6,edge,490.3016153481878
B0M6TR5KJ9,韩中物流,117.192825,39.119225,1-5,edge,325.13160467239834
B0M63CA641,风潮快递柜,117.187769,39.109912,1-5,edge,759.0376099942764
B0LKF1U00G,鹏城海物流天津分公司,117.204357,39.128985,1-9,edge,301.8941771302093
B0LK5RTW93,融华国际物流,117.197875,39.117725,1-2,edge,529.6891560687698
B0LAT169ME,海泰汇通国际物流有限公司,117.204099,39.128989,1-9,edge,282.0888276725189
B0L6L5BX1A,海硕国际货运,117.198525,39.117475,1-2,edge,492.8961710044001
B0L37RM3SB,德诚国际货运,117.197618,39.117995,1-2,edge,518.0126921355728
B0L1ZUNUPX,景阳里快递驿站,117.187975,39.117225,1-5,edge,263.5016637703171
B0KUDRETG2,丰巢快递柜(源茂里店),117.209425,39.122425,1-4,edge,362.6216155881199
B0KACR09YT,山东捷丰国际储运有限公司天津分公司,117.198575,39.117625,1-2,edge,488.52542713151644
B0K2HGG79W,丰巢柜,117.205095,39.120022,1-2,edge,283.0336805508068
B0K05XZG02,恒洋国际货运,117.21875,39.116217,1-4,edge,1015.7076474236433
B0JA95HNBC,天津铁洋国际物流有限公司,117.218888,39.116296,1-4,edge,1008.5632557557692
B0HR4X2104,速递易(平安大街店),117.181325,39.127225,1-6,edge,893.5129425329618
B0FFG1MFTF,天津星海航国际运输有限公司,117.195352,39.101871,1-2,edge,1524.042062112088
B0FFIFEFL7,蜂巢快递柜(犀地店),117.190975,39.102825,1-5,edge,1486.3544154746887
B0FFKUWGCP,丰巢快递柜(朗文名邸店),117.191569,39.104756,1-5,edge,1366.9629288813069
B0FFHDBYBF,丰巢快递柜(保利·金香槟店),117.188775,39.134975,1-6,edge,284.8349224316693
B0FFL38784,丰巢快递柜(宜天花园店),117.183058,39.122078,1-5,edge,595.6502514317516
B0H0K6I724,丰巢快递柜(新世界花园店),117.184525,39.134125,1-6,edge,179.4329438662891
B0H39OX0JW,丰巢(黑龙江路店),117.203243,39.125728,1-4,edge,117.98411145076207
B0FFIZO2P7,丰巢快递柜(同方花园店),117.190019,39.128897,1-6,edge,322.18488879294165
B0FFJO5DXX,丰巢快递柜(云琅大厦店),117.179824,39.107111,1-5,edge,497.1321116607566
B0FFHKROKK,和平区妇女儿童保健和计划生育服务中心,117.19741,39.11222,1-2,edge,836.7730429043594
B0I15ZW6BV,万曼呼吸机天津服务中心,117.18068,39.120616,1-5,edge,586.1008699439033
B0KAJU2E36,家瑞医疗器械(总医院店),117.180006,39.113291,1-5,edge,30.841811113434336
B0FFG40SHE,中铁快运(天津站营业部),117.207193,39.136307,1-9,edge,301.11618577092275
B001610TDD,兴河物流(兴盛园路),117.246839,39.180637,8-9,edge,565.9200698311957
B0FFKGN9X5,中国铁路北京局集团有限公司天津铁路物流中心,117.209236,39.166857,6-9,edge,697.9546529393465
B0I0VODMNG,菜鸟驿站(敬贤里店),117.216956,39.185439,8-9,edge,2483.360095963124
B0HRD5X212,妈妈驿站(华泰园店),117.188969,39.167995,6-9,edge,901.2462029865695
B0FFKH6T5K,圆通速递(河北区月牙河分公司),117.257275,39.167225,8-9,edge,1202.1423557583594
B0FFJLQEIS,快递驿站(览桥里店),117.240222,39.173585,8-9,edge,244.95147836368938
B001602086,红星路邮政支局,117.230436,39.171557,8-9,edge,593.3334952537224
B0FFH924TS,顺丰速运(辰纬路店),117.19721,39.164202,6-9,edge,446.430156609855
B0G0V9NEL7,菜鸟驿站(康桥里店),117.236885,39.173944,8-9,edge,484.63212535068186
B0L6RSNUAA,顺丰速运(民主道店),117.196218,39.141925,1-9,edge,1000.7150831925493
B0H0Y9J5N8,京东快递(天津赵沽里营业部),117.246316,39.176406,8-9,edge,225.42557993640614
B0K3YS4PC5,顺丰速运(民权门店),117.22892,39.179197,8-9,edge,1319.4274820543671
B0KA6SLVK0,顺丰速运(胜利路店),117.209131,39.158212,6-9,edge,265.7359831049968
B0FFM8GQP8,菜鸟驿站(喜峰嘉园店),117.183225,39.183425,6-9,edge,2628.7305546200455
B0HRROW15P,天美北苑菜鸟驿站,117.215731,39.183115,8-9,edge,2327.9824625928172
B0H6M1JBM5,菜鸟驿站(秋园里店),117.223998,39.16201,9,center,201.82444811367913
B001606BNR,狮子林大街邮政支局,117.198115,39.147766,1-9,edge,1147.2975314971857
B0G14LFND2,中国邮政(大江里邮政所),117.255462,39.16482,8-9,edge,1309.1636063640967
B0FFGI12CL,大鹏物流(河兴庄兴河物流商贸楼店),117.246203,39.17765,8-9,edge,364.0019572711039
B0FFJMRQL7,菜鸟驿站(盛宇里店),117.230377,39.156012,4-9,edge,273.0819033235122
B0FFM7WHDT,菜鸟驿站(金田花园店),117.20567,39.15226,1-9,edge,813.6140242765402
B0FFIV8D17,菜鸟驿站(北斗花园店),117.211679,39.149469,1-9,edge,224.83055902138358
B0I2MU9U7N,妈妈驿站(铁工东里店),117.226786,39.177262,8-9,edge,1258.6987075186162
B0FFIY4FP3,菜鸟驿站(华迪园店),117.191058,39.178963,6-9,edge,2109.2203683513953
B0FFHSH6IG,天泰路邮政支局,117.187299,39.165656,6-9,edge,692.8337164298309
B0FFKHE5KM,菜鸟驿站(建湖道店),117.226796,39.177243,8-9,edge,1256.570473959487
B0FFIKDOH5,菜鸟驿站(容彩里店),117.228748,39.158583,4-9,edge,275.8143675258865
B0KGTSCM0X,顺丰速运(红星路店),117.243084,39.159158,8-9,edge,1223.5905678280667
B0FFH5PWOF,菜鸟驿站(琴江公寓店),117.257123,39.168834,8-9,edge,1035.5618580590613
B0J0ORCL2D,顺丰速运(宜白路店),117.210676,39.188979,8-9,edge,3111.3749709512153
B0FFH91HQ7,五马路邮政所,117.197307,39.164323,6-9,edge,460.3602040419444
B0LR7UJQ18,菜鸟驿站(天津河北区有巢公馆店),117.194237,39.151953,6-9,edge,945.4516175643529
B0FFJ2X1GU,菜鸟驿站,117.200693,39.155042,6-9,edge,633.3322724681566
B0FFIKE2RU,菜鸟驿站(中宜里18号楼店),117.206916,39.186037,6-9,edge,2839.0912524126434
B0FFMCGQBM,菜鸟驿站(盛华嘉园店),117.191388,39.186194,6-9,edge,2913.6670873189623
B0I1P7QVSY,天津市平安物流有限公司,117.242015,39.173943,8-9,edge,249.783403167009
B0KAHLW21X,顺丰速运(榆关道店),117.191857,39.186738,6-9,edge,2975.2694671786785
B0LRGLTCNA,京东快递(天津鸿顺营业部),117.213129,39.155669,1-9,edge,465.04608558070663
B0HAU9TO2M,妈妈驿站(中山北里店),117.227418,39.172294,8-9,edge,766.0702667306543
B0G0APSJI5,菜鸟驿站(迎福里店),117.218932,39.153315,1-9,edge,272.463147547699
B0IAVSG6KL,菜鸟驿站(慕贤里店),117.21262,39.181556,6-9,edge,2326.385461475504
B00160CUM3,中国邮政(五号路邮电所),117.227925,39.154584,4-9,edge,210.0924844615187
B0FFMBD3CM,兔喜快递超市(东昌里小区店),117.186296,39.175196,6-9,edge,1719.7877001962165
B0FFH5SY19,韵达快递(铁工东里店),117.226786,39.177263,8-9,edge,1258.7796135058463
B0H0C91BH0,韵达快递(金波里店),117.204873,39.155013,6-9,edge,614.3051356010496
B0FFIN6IUC,中国邮政(靖江路支局),117.244672,39.156907,4-9,edge,1211.5061433891988
B0HUV96G1P,菜鸟驿站(天津河北三和11号楼店),117.23762,39.17684,8-9,edge,670.7530967266742
B0G19H8I0Z,菜鸟驿站(梅宏园店),117.243825,39.176675,8-9,edge,349.983252062218
B0FFH83ZTS,菜鸟驿站(怒江里店),117.246884,39.154391,4-9,edge,1198.1022294966187
B0G3S9WJXE,菜鸟驿站(天津河北区爱贤道12号店),117.217769,39.186533,8-9,edge,2545.87100471724
B0GK1AVPV5,韵达快递(泰达北斗星城店),117.212435,39.151443,1-9,edge,328.81355114258946
B0FFJ3W3CQ,菜鸟驿站(垣焕里店),117.234402,39.155853,4-9,edge,457.39969829383784
B0FFILCSYR,菜鸟驿站(春和仁居店),117.233097,39.177899,8-9,edge,1012.5079734568974
B0FFH5PVS8,菜鸟驿站(宇萃里店),117.230225,39.153475,4-9,edge,23.492623484152737
B0FFH9JCAX,中国邮政(福桥里邮政所),117.236712,39.172933,8-9,edge,434.56401800082307
B0HKHS9TU3,兔喜快递超市律笛里综合服务中心(吕纬路店),117.204708,39.166233,6-9,edge,662.3509512416355
B0FFIKEH6M,菜鸟驿站(观锦普吉家园店),117.179434,39.18614,6-9,edge,2952.7505850471957
B0M60CM1FJ,菜鸟驿站(天美南苑菜鸟驿站),117.19176,39.153152,6-9,edge,766.9813325071223
B0HGZ92WQZ,菜鸟驿站(汇园里小区店),117.214876,39.165574,6-9,edge,538.9600114948507
B0JBDXXK5Z,菜鸟驿站(增光南里店),117.234725,39.161775,8-9,edge,563.4634626543026
B0IGBXSZCI,菜鸟驿站(艳益里西区店),117.214295,39.17454,6-9,edge,1535.547812575408
B0GK16SHEO,妈妈驿站(大江里社区店),117.256152,39.161647,8-9,edge,1638.2098537633178
B0FFMG6XBI,菜鸟驿站(宜白南里店),117.210219,39.191422,8-9,edge,3356.711369997121
B0JULURPUW,满园里妈妈驿站,117.227624,39.164854,8-9,edge,143.9257197466644
B0G19HAMS4,菜鸟驿站(普济河道辅路店),117.184021,39.188337,6-9,edge,3173.1879706868967
B0HDTOMKF8,菜鸟驿站(珍园里1号店),117.216063,39.163959,6-9,edge,354.3290502839112
B0K27KVEWJ,菜鸟驿站(元贺里店),117.18904,39.15909,6-9,edge,172.36455039804548
B0M6XSOXE5,菜鸟驿站(天津河北金田道9号店),117.202729,39.150245,1-9,edge,938.7929012136557
B0FFGI7BYO,中国邮政(北宁湾所),117.213605,39.18311,8-9,edge,2441.6508044830944
B0JB3RFXDV,兔喜生活(天津河东泰兴路店),117.249059,39.154393,4-9,edge,1327.3225880430487
B0FFGHUJGO,中国邮政(胜利路邮政所),117.206307,39.146765,1-9,edge,500.6013336630985
B0G1XRH1NX,快宝驿站彩环里小区服务站,117.22497,39.157504,4-9,edge,94.87638275748495
B0FFM5R59I,中国邮政(榆关道邮电所),117.185865,39.181873,6-9,edge,2457.616715288673
B0HR0GRBV1,兔喜生活(福嘉园店),117.188895,39.167977,6-9,edge,900.3282887576396
B0HKD16AAU,溧阳道妈妈驿站(庐山里店),117.241228,39.15133,4-9,edge,641.2301765989328
B0FFI59US1,丰巢快递柜(诗景颂苑店),117.233225,39.167893,8-9,edge,207.18359211883416
B0G19H9JP6,菜鸟驿站(宇萃里店),117.229897,39.152113,4-9,edge,162.7439774812538
B0KKURGCDW,圆通速递宁园街分公司,117.23652,39.18761,8-9,edge,1708.22336424683
B0JUXRV68K,韵达快递(金田公寓店),117.205145,39.151231,1-9,edge,788.666381451626
B0FFF2IVS8,兴耀仓储配送中心(天津市兴耀消费品批发市场店),117.242268,39.182324,8-9,edge,958.4275041457254
B0HRJZNIE5,兔喜快递超市(靖江东里店),117.248812,39.164552,8-9,edge,1004.007984415832
B0FFH97TNQ,中国邮政(江都路邮政所),117.24112,39.152713,4-9,edge,694.9139350467188
B0JKHS6Q9V,宇轩妈妈驿站,117.194731,39.159792,6-9,edge,195.93719810208776
B0M6JHE5FZ,德邦快递(天津河北区水产前街经营分部),117.220739,39.162127,9,center,172.26878226870627
B0HRCOO0UD,菜鸟驿站(靖江里店),117.246126,39.151643,4-9,edge,934.5953261065961
B0G1LC6C5I,兔喜快递超市(印江北里店),117.250949,39.16173,8-9,edge,1365.8151260811492
B0FFGHPKX7,中国邮政(秀山花园邮政所),117.238127,39.150419,4-9,edge,366.0814176389675
B0H06RHWEI,菜鸟驿站(天津河北吕纬路33号店),117.205182,39.16576,6-9,edge,620.6581891580904
B0FFM41DB1,菜鸟驿站(裕泰家园店),117.181087,39.164857,6-9,edge,629.7505433820398
B0J0AS5MF6,圆通速递(皓园里妈妈驿站),117.222487,39.164108,9,center,350.1799168446122
B0JGU1GGVX,国能海运有限公司,117.19931,39.140219,1-9,edge,693.3508178240272
B0J1TY24TQ,圆通妈妈驿站(重光路店),117.232867,39.163242,8-9,edge,354.77969694523955
B0FFIKEJD4,菜鸟驿站(格调艺术领地1号店),117.186626,39.183681,6-9,edge,2656.4362779005805
B0G19H8OKF,菜鸟驿站(长青北里店),117.226325,39.169725,8-9,edge,609.8673039079811
B0GRLHNL0S,永顺装饰一站式配送中心(金沙江路店),117.237263,39.167366,8-9,edge,188.75237087815103
B0FFJHVT5I,菜鸟驿站(天津铁道职业技术学院店),117.220675,39.173275,8-9,edge,1199.6846225583076
B0FFKFODC2,菜鸟驿站(隆成家园店),117.18453,39.180909,6-9,edge,2347.1185653001394
B0LK9HBEXE,中国邮政(河北区邮电局),117.197907,39.147683,1-9,edge,1159.7665140932784
B0JB35GR7Q,圆通妈妈驿站(北岸华庭店),117.208118,39.149318,1-9,edge,465.5480645421229
B0HDU5K64U,京东快递(天津海达明园营业部),117.22329,39.147651,1-9,edge,797.911845254182
B0KDGAH28E,顺丰速运(金钟东街新店),117.222227,39.148859,1-9,edge,643.5864830785936
B0JBP9AUGU,兔喜快递超市(富强道店),117.229293,39.155297,4-9,edge,200.55919973664427
B0L0VDHY1E,蜜罐快递柜,117.202375,39.153725,6-9,edge,744.5333689733284
B0K2R79BCY,兔喜生活(天津河北屏花里店),117.227792,39.159249,4-9,edge,266.94543554600455
B0H2YMW5BS,菜鸟驿站(金辰园店),117.199762,39.150734,6-9,edge,1079.4333302543387
B0G3TLSAU5,菜鸟驿站(天津河北诺德雅居4号店),117.201975,39.169075,6-9,edge,971.9505741571927
B0KDC1PXF0,顺丰速运(新苑南里店),117.245944,39.167417,8-9,edge,600.7477510342314
B0JBTO8H3P,顺丰速运(普济店),117.182439,39.187468,6-9,edge,3080.950102336979
B0I1P5RHDB,中国邮政EMS(镇江里店),117.246146,39.15306,4-9,edge,1045.1491984697
B0JDG7VZVI,京东快递(天津江都路营业部),117.249331,39.152899,4-9,edge,1237.5387508195604
B00160ACUE,中国邮政(连云里邮政所),117.223992,39.176762,8-9,edge,1344.025450062445
B0HACXVXLG,韵达快递(正义道店),117.222566,39.14941,1-9,edge,635.7482788136484
B0FFIKDX2D,菜鸟驿站(天津金庭里276号增1号店),117.194859,39.149719,6-9,edge,1178.390843026436
B0FFKPSBYW,妈妈驿站(乐山里店),117.240436,39.155798,4-9,edge,864.5897293539532
B0LUOHI8M2,聚贤道1号增一号申通快递建昌道公司,117.216784,39.188446,8-9,edge,2764.169612477521
B0I0OD6I2E,开城里妈妈驿站(增产道店),117.232437,39.1588,4-9,edge,577.860511055755
B0IA2O6DB7,菜鸟驿站(元吉里店),117.195508,39.155704,6-9,edge,514.2237305014269
B0H1YOX4LG,菜鸟驿站(天津河北如东里47号店),117.236675,39.154675,4-9,edge,583.5167017798523
B0FFH921XE,菜鸟驿站(金辉里店),117.198525,39.153425,6-9,edge,764.7527373268451
B0G19H9RUA,菜鸟驿站(天津市河北区中山东里33号店),117.22956,39.17005,8-9,edge,458.75948040696863
B0FFKBVX8I,菜鸟驿站(孚泰公寓店),117.203674,39.151224,1-9,edge,901.4366375550962
B0KR91J0OP,菜鸟驿站(宁欣花园店),117.222758,39.167129,8-9,edge,530.7230458059187
B0GR36HL1T,菜鸟驿站(振宜里店),117.208942,39.189665,6-9,edge,3234.060042917856
B0JDBXB4TZ,菜鸟驿站(天津河北诚悦家园底商29号店),117.189025,39.181725,6-9,edge,2420.178138150152
B0FFIZRH31,菜鸟驿站(天阅海河店),117.18032,39.16209,6-9,edge,336.2877137692944
B0GRSUC8TA,中国邮政EMS(中山路第二揽投部),117.197551,39.162071,6-9,edge,215.33894391697052
B0FFIVZAJ9,菜鸟驿站(北岸华庭店),117.208142,39.149169,1-9,edge,457.8445526555047
B0K33X6GMA,菜鸟驿站(桥园里店),117.239097,39.172341,8-9,edge,236.0829162221396
B0K16RWDTE,顺丰速运(东联里小区店),117.185211,39.175052,6-9,edge,1697.3311395366838
B0G23CDUTD,菜鸟驿站(北宁湾店),117.20921,39.1812,6-9,edge,2292.570364729459
B0FFKEKUDC,菜鸟驿站(嘉畅园店),117.242596,39.178085,8-9,edge,537.5263220170808
B0FFIKESNQ,菜鸟驿站(春艳里店),117.224475,39.153075,4-9,edge,478.3533629772929
B0HB29YQ4U,菜鸟驿站(富方园店),117.216108,39.160121,6-9,edge,78.10397058797211
B0J64XYBJS,菜鸟驿站(东湖花园店),117.18771,39.17622,6-9,edge,1821.7903409334754
B0FFGBYWZE,中国邮政(宜清路邮政支局),117.210314,39.189141,8-9,edge,3144.3223423716013
B0JBGXK4HN,菜鸟驿站(富贾花园店),117.21392,39.16704,6-9,edge,714.6198073407088
B0G0V9NM3J,菜鸟驿站(满园里店),117.223875,39.163925,8-9,edge,269.68404466897096
B0JBDXW9WG,菜鸟驿站(天津工艺美术学院建昌道校区),117.223258,39.174252,8-9,edge,1152.2857091759902
B0HBY9J48Z,菜鸟驿站(天津河北民权南里店),117.2328,39.16326,8-9,edge,351.50577476973575
B0FFIKDSDM,菜鸟驿站(建昌里店),117.228377,39.1732,8-9,edge,820.6127231227122
B0IBUXFGAM,菜鸟驿站(兴耀公寓店),117.242621,39.183471,8-9,edge,1046.5626141486234
B0FFM8TCVP,菜鸟驿站(真诚里店),117.221889,39.148518,1-9,edge,643.3608862514169
B0G19H9CSG,菜鸟驿站(世纪祥和家园店),117.242275,39.168525,8-9,edge,357.36168502414307
B0FFM7WIQM,菜鸟驿站(天房天泰盛雅佳苑店),117.174975,39.185025,6-9,edge,2839.2891791235675
B0FFH5QDKN,菜鸟驿站(北宁湾致远家园店),117.21234,39.184243,8-9,edge,2608.2525746188367
B0FFKBVW5O,菜鸟驿站(盛泰嘉园店),117.181975,39.182525,6-9,edge,2535.2549476140357
B0HKHOHGHS,菜鸟驿站(中宜里店),117.206699,39.18782,6-9,edge,3038.2104456769616
B0FFH71O89,菜鸟驿站(玉容花园店),117.229075,39.161725,8-9,edge,280.56887516886167
B0JD96XFZE,菜鸟驿站(十里观澜-津运文苑店),117.183509,39.170333,6-9,edge,1173.4822330074608
B0G2S9LMQG,菜鸟驿站(诗景颂苑店),117.23106,39.16763,8-9,edge,160.22465043217076
B0G0Y9L79B,菜鸟驿站(北宁湾宁静家园店),117.208706,39.178625,6-9,edge,2007.2936255121856
B0FFGWQRGX,东四经路邮政所,117.207464,39.159425,6-9,edge,218.41578036413642
B0HBN9XIKK,菜鸟驿站(盛皓南苑店),117.191925,39.187275,6-9,edge,3035.1507145886867
B0FFIR4SSY,菜鸟驿站(盛和家园店),117.185825,39.188275,6-9,edge,3168.5980304394907
B0K3RG1YMF,妈妈驿站(二马路店),117.201339,39.161139,6-9,edge,182.93137296683628
B0FFH5Q9NF,菜鸟驿站(东昌里小区店),117.185425,39.174775,6-9,edge,1667.454440530897
B0FFH9IMXZ,金钟路邮政所,117.20518,39.155305,6-9,edge,589.7690204450993
B0GD79B0QN,菜鸟驿站(宝利园公寓店),117.192225,39.181675,6-9,edge,2414.269713820897
B0FFH2UQUN,菜鸟驿站(君临大厦店),117.197674,39.132888,1-9,edge,426.9490458498224
B0FFFA8IJJ,韵达快递(翔纬路店),117.198019,39.143065,1-9,edge,910.7579081694172
B0FFH961YU,元纬路邮政所,117.194803,39.154277,6-9,edge,683.1838974972025
B0G2GDMEZV,菜鸟驿站(舒园里店),117.227774,39.165051,8-9,edge,169.15208884189585
B0FFIRX822,菜鸟驿站(金田公寓店),117.205088,39.151181,1-9,edge,790.3110068705731
B0FFL2Z2H5,菜鸟驿站(乌江北里店),117.24969,39.169978,8-9,edge,557.6401207590549
B0GU49UYB5,增光道邮政所,117.235954,39.164099,8-9,edge,429.84504841243375
B0LKXCO5M8,菜鸟驿站,117.247975,39.157825,4-9,edge,1498.6700050094107
B0L03OE0SG,菜鸟驿站,117.240228,39.173547,8-9,edge,241.08853309933139
B0M65HI38Q,申通快递,117.238425,39.156375,4-9,edge,791.5437049986477
B0FFM3LEZX,灵江里妈妈驿站(乌江北里店),117.254329,39.167056,8-9,edge,1052.1732672900246
B0I0NX2QJ2,菜鸟驿站(天津河北诚悦嘉园嗨零食店),117.18902,39.1817,6-9,edge,2417.4281882233827
B0K31SLLW7,快递驿站,117.258275,39.160525,8-9,edge,1840.4389252782607
B0HRDOXTB7,菜鸟驿站(天津河北昆山道2号店),117.242364,39.155837,4-9,edge,983.4255841725526
B0HGA910PC,菜鸟驿站(天津美术学院天纬路校区店),117.19442,39.154259,6-9,edge,694.7378215368843
B0FFM7WONO,菜鸟驿站(水运名苑店),117.18241,39.17963,6-9,edge,2211.3857120417265
B0GKF9M9QI,菜鸟驿站(清水园店),117.220312,39.155092,1-9,edge,195.99646547085052
B0LDV97J70,兔喜生活(二马路月皓里店),117.200991,39.161163,6-9,edge,211.1491792784225
B0HD0OZI2Q,菜鸟驿站(汇仁云居店),117.21939,39.14888,1-9,edge,463.51829771949997
B0FFH81E3G,菜鸟驿站(宜清花园店),117.211718,39.190591,8-9,edge,3208.5230816842827
B0I3FRW7QS,韵达快递(岷江里店),117.246408,39.153748,4-9,edge,1117.1304275117664
B0FFIKEDQO,菜鸟驿站(北翔家园店),117.203387,39.186246,6-9,edge,2875.3014601091945
B0LKXCORE4,妈妈驿站,117.250125,39.161275,8-9,edge,1368.28167095636
B0L1VAB0S5,盒马配送站,117.213217,39.155024,1-9,edge,402.58719655734507
B0JD5M4TRO,京东快递天津建昌道营业部,117.227761,39.17892,8-9,edge,1348.3018192866691
B0G15UPFBQ,菜鸟速递(南口路站),117.199283,39.165042,6-9,edge,575.7152392877183
B0FFMBGNHI,小木屋快递服务站,117.204548,39.18778,6-9,edge,3047.969792213421
B0G21CANWY,永强酒水配送,117.240258,39.182984,8-9,edge,1101.5609372523606
B0L3M7M1D7,兔喜生活(胜利路店),117.205631,39.146395,1-9,edge,513.6589770959592
B0LK5RUA6R,妈妈驿站,117.244025,39.182775,8-9,edge,905.5463050789975
B0K2HPEX1C,丰巢快递柜(月桂园店),117.196208,39.163901,6-9,edge,417.22628540387785
B0G2TA369X,韵达快递(津铁泰苑店),117.182053,39.169743,6-9,edge,1123.514944953188
B0FFG4MINU,润万多奶品配送中心,117.241063,39.183339,8-9,edge,1104.1381084397945
B0HB3P7YWO,速递易快递柜,117.188225,39.174525,6-9,edge,1629.057320818046
B0L0M9A7PT,兔喜生活(天津河北席场下坡店),117.186188,39.179813,6-9,edge,2230.6727714407366
B0L3DR68S6,焕玉公寓快递柜,117.234821,39.150209,4-9,edge,84.5618034780369
B0J109MI71,如东里47号兔喜快递超市,117.23729,39.155131,4-9,edge,651.9304223728768
B0HDCCKRFP,京东快递(天津华龙道营业部),117.220256,39.145631,1-9,edge,658.5912277207756
